ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID361449118,5 Ball Ct,10,h,900000.0,15/07/2017,3.0,2.0,313.0,13.0,-37.71098,145.05381
ID710605769,4/200 Bay St,2,u,655000.0,10/09/2016,2.0,1.0,0.0,19.0,-37.8392,144.9421
ID216795458,307/2 Chaucer St,1,u,335000.0,13/08/2016,1.0,0.0,0.0,6.0,-37.8682,144.9782
ID648831345,172 Maribyrnong Rd,3,h,930000.0,16/07/2016,1.0,1.0,305.0,119.0,-37.7711,144.9122
ID358499590,1/1 Clarendon St,3,t,650000.0,8/07/2017,2.0,2.0,159.0,3.0,-37.78502,144.86733
ID952533381,13 Stewart St,2,h,1360000.0,8/10/2016,1.0,1.0,690.0,89.0,-37.9056,145.0288
ID627722337,9/305 Dandenong Rd,2,u,1020000.0,24/06/2017,1.0,1.0,0.0,99.0,-37.85931,145.00616000000005
ID456771777,78 Bridge St,4,h,1650000.0,30/07/2016,1.0,1.0,382.0,49.0,-37.7784,144.9959
ID880871266,1 Walwa Pl,3,h,427000.0,1/07/2017,1.0,2.0,637.0,35.0,-37.91165,144.67241
ID967698177,138 Raleigh St,2,h,1143000.0,22/08/2016,1.0,2.0,431.0,49.0,-37.7598,145.0088
ID636032289,1/100 St Elmo Rd,2,u,450000.0,19/11/2016,1.0,1.0,0.0,59.0,-37.759,145.047
ID627722337,9/305 Dandenong Rd,2,u,1020000.0,24/06/2017,1.0,1.0,0.0,99.0,-37.85931,145.00616000000005
ID175388776,30 Alexander St,3,h,1297000.0,8/07/2017,2.0,0.0,186.0,129.0,-37.79557,144.99158
ID498773150,1/5 Glover St,3,h,590000.0,17/06/2017,1.0,2.0,290.0,69.0,-37.7368,145.05048
